,smiles,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-PBE0.1,E2-PBE0.1,f1-PBE0.1,f2-PBE0.1,E1-CAM,E2-CAM,f1-CAM,f2-CAM,mol_id
14194,[H]C([H])([H])C1(C#N)C2([H])OC([H])([H])C21[H],0.24760654,0.26608111,0.00978706,0.07848357,0.24135826,0.2595365,0.00146485,0.12029947,0.24135826,0.2595365,0.00146485,0.12029947,0.24527235,0.26361026,0.0026,0.0814,14194
17954,[H]C1=C([H])C2([H])OC([H])([H])C2([H])C1=O,0.14128286,0.18958384,0.00039139,0.01705821,0.13506434,0.17282055,0.00026325,0.0080613,0.13506434,0.17282055,0.00026325,0.0080613,0.1427748,0.19689921,0.0003,0.0116,17954
18094,[H]C(=O)N1C2([H])C([H])([H])C([H])(C([H])([H])[H])C12[H],0.19251384,0.23121742,0.01829354,0.239352,0.19010429,0.23911428,0.00758716,0.2083399,0.19010429,0.23911428,0.00758716,0.2083399,0.1893803,0.23630184,0.0086,0.209,18094
16764,[H]OC([H])([H])C1=C([H])C2([H])OC1([H])C2([H])[H],0.20125045,0.23913266,0.00722676,0.10342556,0.20107082,0.22787685,0.00858311,0.1077935,0.20107082,0.22787685,0.00858311,0.1077935,0.21316814,0.22939296,0.0331,0.092,16764
17443,[H]C1([H])OC([H])([H])C1([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],0.2569378,0.27110543,0.00024858,0.0321568,0.274509,0.27928619,0.00146419,0.03643344,0.274509,0.27928619,0.00146419,0.03643344,0.26321704,0.2802724,0.0006,0.036,17443
21369,[H]C(=O)N([H])c1noc([H])n1,0.19848536,0.22716215,0.00047421,0.0693478,0.18672278,0.22177954,0.00025573,0.06162354,0.18672278,0.22177954,0.00025573,0.06162354,0.1908025,0.22779069,0.0006,0.087,21369
2342,[H]OC1([H])C([H])([H])C12C([H])([H])OC2([H])[H],0.25347087,0.26866942,0.00026139,0.00292766,0.26861921,0.28012114,0.00160113,0.00789488,0.26861921,0.28012114,0.00160113,0.00789488,0.25895045,0.266756,0.0003,0.0011,2342
10381,[H]C([H])([H])C([H])(C([H])([H])[H])C1(C#N)OC1([H])[H],0.27330324,0.28876578,0.01243286,0.0007339,0.25921514,0.26829945,0.00582014,0.00872421,0.25921514,0.26829945,0.00582014,0.00872421,0.26494426,0.27320183,0.0106,0.0047,10381
3341,[H]OC1([H])C2([H])OC(=O)C12[H],0.22232685,0.24756735,0.00472988,0.03528548,0.21555316,0.24202876,0.00653178,0.06099277,0.21555316,0.24202876,0.00653178,0.06099277,0.21647558,0.25050178,0.004,0.0285,3341
7625,[H]C1=C(C([H])([H])[H])C(=O)N([H])C1([H])C([H])([H])[H],0.1826028,0.21138895,0.00027924,0.08140275,0.17571601,0.20946083,3.601e-05,0.05128627,0.17571601,0.20946083,3.601e-05,0.05128627,0.18623456,0.21892308,0.0001,0.0343,7625
13958,[H]OC1([H])C2([H])N=C(N([H])[H])OC21[H],0.23462933,0.24570179,0.00808277,0.06814215,0.24098032,0.2471214,0.03558454,0.0021645,0.24098032,0.2471214,0.03558454,0.0021645,0.23624304,0.24552592,0.0056,0.0806,13958
15903,[H]C([H])([H])C1([H])OC([H])([H])C([H])([H])C12C([H])([H])C2([H])[H],0.26436365,0.28630463,0.02677506,0.00634785,0.27709187,0.29488529,0.02973914,0.02300699,0.27709187,0.29488529,0.02973914,0.02300699,0.27437414,0.29645681,0.0262,0.0073,15903
10544,[H]C1=C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.27063834,0.27735578,0.21478442,0.21315804,0.26221129,0.27237954,0.33954351,0.01943684,0.26221129,0.27237954,0.33954351,0.01943684,0.25710931,0.26610187,0.3284,0.0646,10544
10856,[H]C#CC1([H])N([H])C(=N[H])OC1([H])[H],0.24940385,0.2629998,0.03708512,0.04607162,0.23273579,0.23635409,0.05682379,0.00749055,0.23273579,0.23635409,0.05682379,0.00749055,0.23732347,0.24281382,0.0027,0.0308,10856
738,[H]c1nnn(C([H])([H])[H])n1,0.22462836,0.24699223,0.00676603,0.09012014,0.21385719,0.23560162,0.00776765,5.545e-05,0.21385719,0.23560162,0.00776765,5.545e-05,0.22187405,0.23993635,0.008,0.0001,738
6899,[H]N=C([H])N([H])C(=O)C([H])([H])OC([H])([H])[H],0.18659237,0.22428303,1.52e-06,0.00302718,0.17617889,0.2148054,5.1e-07,0.00307734,0.17617889,0.2148054,5.1e-07,0.00307734,0.18063396,0.21660052,0.0,0.002,6899
12443,[H]C#CC1([H])OC2([H])C([H])([H])C12O[H],0.22314932,0.25429828,0.02145963,0.00399737,0.21217871,0.23548643,0.01969994,0.00355231,0.21217871,0.23548643,0.01969994,0.00355231,0.21757806,0.23539413,0.0124,0.0107,12443
11199,[H]N([H])C([H])(C#N)C([H])([H])C1([H])C([H])([H])C1([H])[H],0.25621356,0.29507243,0.02804027,0.00432105,0.25411448,0.26482131,0.02260455,0.00338488,0.25411448,0.26482131,0.02260455,0.00338488,0.25203422,0.2753039,0.0244,0.0005,11199
15851,[H]N=C1N([H])C([H])=NC12C([H])([H])C2([H])[H],0.20464715,0.22906142,0.20332878,0.00028285,0.20379149,0.20651291,0.17182724,0.0094972,0.20379149,0.20651291,0.17182724,0.0094972,0.20470477,0.21428899,0.1853,0.0085,15851
8485,[H]OC([H])(C([H])=O)C([H])(C([H])=O)C([H])([H])[H],0.16284964,0.17186786,0.00012679,0.0003485,0.15919651,0.16743042,0.00029861,0.00063457,0.15919651,0.16743042,0.00029861,0.00063457,0.15831609,0.16728293,0.0001,0.0003,8485
6133,[H]N([H])C(=O)OC(=NC([H])([H])[H])C([H])([H])[H],0.2305952,0.2547308,0.00126368,0.00056896,0.22165286,0.2365321,0.00128473,0.00042489,0.22165286,0.2365321,0.00128473,0.00042489,0.22398346,0.25013796,0.0008,0.0004,6133
10513,[H]N=C1OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],0.2381025,0.26396569,0.02501444,0.12423267,0.23112191,0.26422148,0.01233064,0.08453027,0.23112191,0.26422148,0.01233064,0.08453027,0.23370366,0.26483401,0.0123,0.1348,10513
17517,[H]C1=C([H])C([H])([H])C2([H])C(=O)C1([H])N2[H],0.1736466,0.21212502,0.00243746,0.0317794,0.16545658,0.20546703,0.00315289,0.02972413,0.16545658,0.20546703,0.00315289,0.02972413,0.16666187,0.21607868,0.0022,0.0494,17517
9050,[H]OC([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0.17980896,0.25153997,1.321e-05,0.03243237,0.17597374,0.2132288,2.674e-05,0.02420712,0.17597374,0.2132288,2.674e-05,0.02420712,0.17643719,0.24111967,0.0,0.0304,9050
4074,[H]ON=C1C([H])([H])C([H])([H])C1([H])OC([H])([H])[H],0.21397765,0.24102913,0.00441755,0.1525556,0.20241097,0.23127836,0.00456606,0.0038194,0.20241097,0.23127836,0.00456606,0.0038194,0.21133435,0.24324011,0.0033,0.0897,4074
17827,[H]C1([H])N=C(C#N)N2C([H])([H])C21[H],0.18050732,0.21715862,0.01687202,0.04472819,0.16860639,0.20180369,0.01384984,0.04134199,0.16860639,0.20180369,0.01384984,0.04134199,0.17690758,0.20920288,0.0131,0.0631,17827
8658,[H]C([H])([H])OC([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.27094329,0.30239563,0.01591325,0.03315764,0.28291818,0.3090202,0.01398598,0.01430144,0.28291818,0.3090202,0.01398598,0.01430144,0.27968442,0.30907285,0.015,0.0187,8658
13030,[H]C(=O)C([H])([H])C1([H])OC([H])([H])C([H])([H])C1([H])[H],0.16014513,0.25897677,0.00016916,0.01064197,0.15452899,0.22155287,0.00014079,0.00147468,0.15452899,0.22155287,0.00014079,0.00147468,0.1550013,0.25081782,0.0001,0.0035,13030
3829,[H]c1nc([H])c(=O)n([H])n1,0.12441326,0.15980594,0.00190226,0.07690303,0.11982409,0.16193417,0.00140445,0.07189468,0.11982409,0.16193417,0.00140445,0.07189468,0.13043806,0.16359697,0.0022,0.0826,3829
18853,[H]C1([H])OC2([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C2([H])[H],0.24545329,0.29026383,0.00068839,0.00429212,0.25657577,0.2879263,0.00178553,0.00416259,0.25657577,0.2879263,0.00178553,0.00416259,0.25803906,0.29384393,0.0019,0.0142,18853
17889,[H]C([H])([H])OC1=NC([H])([H])C2([H])N1C2([H])[H],0.23850897,0.26807798,0.02088381,0.08296857,0.23101026,0.26276031,0.0200714,0.08464798,0.23101026,0.26276031,0.0200714,0.08464798,0.23546763,0.26330157,0.0208,0.0915,17889
16136,[H]OC12C(=O)C3([H])C([H])([H])C1([H])C32[H],0.18097106,0.24832998,0.00026506,0.02511929,0.17418734,0.24381936,0.00028528,0.04528925,0.17418734,0.24381936,0.00028528,0.04528925,0.17615054,0.2489877,0.0002,0.0508,16136
15700,[H]N([H])C1([H])C2([H])N([H])C([H])([H])C12C#N,0.23402043,0.23675359,0.01483744,0.02218782,0.2173452,0.22936366,0.01112936,0.01945996,0.2173452,0.22936366,0.01112936,0.01945996,0.22517414,0.23626509,0.016,0.007,15700
9812,[H]C(=O)OC([H])(C#N)C([H])([H])C([H])([H])[H],0.21590376,0.28889177,0.00120164,0.11096208,0.20990813,0.2738046,0.00146234,0.00130763,0.20990813,0.2738046,0.00146234,0.00130763,0.2081151,0.27157751,0.0011,0.0006,9812
2041,[H]C1=NC([H])(C([H])([H])[H])C([H])([H])C([H])([H])O1,0.22539954,0.259028,0.00888123,0.11305809,0.21691421,0.26165443,0.0078453,0.11437739,0.21691421,0.26165443,0.0078453,0.11437739,0.21833142,0.25749517,0.0068,0.116,2041
8465,[H]C#CC(=N[H])N(C([H])=O)C([H])([H])[H],0.17624938,0.19482155,0.00019248,0.21340164,0.16273497,0.18648007,5.77e-05,0.00191264,0.16273497,0.18648007,5.77e-05,0.00191264,0.17290925,0.19100094,0.0002,0.002,8465
7477,[H]C1=C([H])C([H])(C([H])([H])[H])N([H])C(=O)N1[H],0.20833235,0.22952162,0.11253391,0.00468297,0.20451282,0.22622737,0.08722441,0.00166418,0.20451282,0.22622737,0.08722441,0.00166418,0.20440342,0.2259716,0.11,0.0033,7477
7333,[H]OC1(C(=O)N([H])[H])C([H])([H])C1([H])C([H])([H])[H],0.21272412,0.25179753,0.00085123,0.00235219,0.21004516,0.26225934,0.00166582,0.00195486,0.21004516,0.26225934,0.00166582,0.00195486,0.21114325,0.25924812,0.001,0.0017,7333
6179,[H]OC([H])(C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])[H],0.22538441,0.27594482,0.00049488,0.0038803,0.22039357,0.23052755,0.00080739,0.00328795,0.22039357,0.23052755,0.00080739,0.00328795,0.22132649,0.26090919,0.0005,0.0036,6179
12725,[H]C#CC([H])([H])C1([H])C(=O)OC1([H])[H],0.22274719,0.2691076,0.0012611,0.00028344,0.21518256,0.24538439,0.00279448,0.00013987,0.21518256,0.24538439,0.00279448,0.00013987,0.21547232,0.24052066,0.0014,0.0001,12725
4203,[H]c1oc(=O)c([H])c(C([H])([H])[H])c1[H],0.17346086,0.1812392,0.13157812,3.585e-05,0.17197792,0.17628826,0.11825766,4.15e-06,0.17197792,0.17628826,0.11825766,4.15e-06,0.17208607,0.19086497,0.1294,0.0,4203
5227,[H]c1nc([H])c(N([H])C([H])([H])[H])nc1[H],0.15449625,0.16180372,0.10033512,0.00572262,0.1558328,0.16192946,0.00548123,0.08436107,0.1558328,0.16192946,0.00548123,0.08436107,0.16114947,0.16259004,0.026,0.0931,5227
5982,[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])OC1(C([H])([H])[H])C([H])([H])[H],0.27684677,0.30029435,0.00515433,0.01367703,0.29299562,0.30415186,0.00256239,0.00418231,0.29299562,0.30415186,0.00256239,0.00418231,0.29610769,0.30857306,0.0061,0.0071,5982
2420,[H]C1=C(C([H])([H])[H])C2([H])C([H])([H])C1([H])C2([H])[H],0.23488438,0.2554257,0.10940942,0.01051618,0.22462984,0.26389596,0.10632083,0.00423847,0.22462984,0.26389596,0.10632083,0.00423847,0.22109497,0.25068185,0.114,0.0061,2420
9770,[H]C([H])([H])C#CC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0.26735963,0.27743415,0.00141214,0.01667751,0.24296078,0.25226463,6.788e-05,0.01275477,0.24296078,0.25226463,6.788e-05,0.01275477,0.24055006,0.24866431,0.0004,0.0102,9770
14813,[H]C(=NC([H])([H])[H])OC([H])([H])C1([H])C([H])([H])C1([H])[H],0.22539469,0.26144034,0.00062076,0.34869202,0.21653401,0.26360321,0.00110226,0.35295748,0.21653401,0.26360321,0.00110226,0.35295748,0.216516,0.25725263,0.0004,0.341,14813
199,[H]c1c(N([H])[H])c([H])n([H])c1[H],0.2062408,0.21144609,0.00492112,0.00130858,0.21363705,0.21520872,0.00093988,0.06562453,0.21363705,0.21520872,0.00093988,0.06562453,0.20110701,0.20658266,0.0047,0.0007,199
11118,[H]N=C1OC([H])([H])C([H])(OC([H])([H])[H])O1,0.28245142,0.28528664,0.01292494,0.00497391,0.27410459,0.29259834,0.00834462,0.03063908,0.27410459,0.29259834,0.00834462,0.03063908,0.27451746,0.28168725,0.0075,0.0121,11118
18084,[H]C([H])([H])C1([H])C([H])([H])N2C([H])(C#N)C21[H],0.244072,0.25532826,0.02237432,0.06474629,0.22846071,0.24354515,0.0201318,0.04425291,0.22846071,0.24354515,0.0201318,0.04425291,0.23724629,0.25394151,0.022,0.0513,18084
20276,[H]C#Cc1nn([H])c(C([H])([H])[H])c1[H],0.22215232,0.23583454,0.12901217,0.13424666,0.21634329,0.21793236,0.20701989,0.00034537,0.21634329,0.21793236,0.20701989,0.00034537,0.21335556,0.21857396,0.2034,0.0002,20276
2245,[H]OC([H])([H])C([H])([H])C1([H])C([H])([H])OC1([H])[H],0.25799435,0.26788462,0.00022477,0.00060457,0.27224313,0.2799878,0.0048771,0.00106951,0.27224313,0.2799878,0.0048771,0.00106951,0.26356984,0.26466864,0.0003,0.0001,2245
21155,[H]N=c1nnn([H])c([H])c1N([H])[H],0.14405801,0.16383204,0.10746219,0.0063102,0.14813744,0.15084466,0.07739426,0.00624365,0.14813744,0.15084466,0.07739426,0.00624365,0.15040396,0.15615523,0.0799,0.0055,21155
20130,[H]c1nn([H])c2c1C([H])([H])OC2([H])[H],0.23413194,0.26129645,0.08159375,0.03953807,0.23084421,0.24811696,0.09599394,0.0056761,0.23084421,0.24811696,0.09599394,0.0056761,0.23432472,0.24859449,0.1312,0.0018,20130
13882,[H]OC1([H])C2([H])C([H])([H])C3(C([H])([H])[H])C1([H])C23[H],0.25854339,0.27521601,0.00735384,0.00105296,0.27476646,0.2910237,0.00240773,0.00142066,0.27476646,0.2910237,0.00240773,0.00142066,0.2615523,0.27814094,0.0062,0.0025,13882
6600,[H]C(=O)C1([H])OC([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0.15633738,0.22581734,5.319e-05,0.00494714,0.14945626,0.20469293,5.464e-05,0.00295567,0.14945626,0.20469293,5.464e-05,0.00295567,0.15180411,0.22267151,0.0,0.004,6600
4472,[H]Oc1c([H])c([H])c(O[H])c([H])c1[H],0.16814299,0.22454677,0.06234471,7.62e-06,0.17606062,0.22189291,0.07158126,0.08062105,0.17606062,0.22189291,0.07158126,0.08062105,0.17453357,0.21648293,0.0695,0.0632,4472
21187,[H]c1noc(=O)c(N([H])[H])n1,0.14845728,0.17896841,0.00169588,0.23524418,0.14348376,0.18058981,0.00086164,0.17749183,0.14348376,0.18058981,0.00086164,0.17749183,0.15246928,0.18030689,0.0013,0.2007,21187
13185,[H]OC([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])O[H],0.25923128,0.26295792,0.01402085,0.00174195,0.2685055,0.27581994,0.00701439,0.00140206,0.2685055,0.27581994,0.00701439,0.00140206,0.26046452,0.26346694,0.0084,0.0024,13185
19085,[H]C1([H])OC12C([H])([H])C([H])([H])N1C([H])([H])C12[H],0.26313728,0.27827078,0.00238662,0.01943199,0.27193937,0.27759298,0.00634253,0.0278434,0.27193937,0.27759298,0.00634253,0.0278434,0.27219858,0.28431483,0.0009,0.0235,19085
20378,[H]N=c1onc(C([H])([H])[H])c([H])c1[H],0.15863562,0.1669107,0.04929811,0.00056283,0.15114147,0.15614264,0.04933641,0.00012301,0.15114147,0.15614264,0.04933641,0.00012301,0.15856231,0.17292028,0.0695,0.0005,20378
14443,[H]OC([H])([H])C([H])([H])C([H])([H])OC([H])([H])C([H])=O,0.1621613,0.26834081,4.503e-05,0.00078202,0.15730368,0.21672141,1.147e-05,0.00694426,0.15730368,0.21672141,1.147e-05,0.00694426,0.15696372,0.23932631,0.0001,0.0072,14443
2501,[H]N1C([H])([H])C1(C#N)C#N,0.25504726,0.27041112,0.03954156,0.07979,0.22934609,0.24741302,0.01815176,0.05674367,0.22934609,0.24741302,0.01815176,0.05674367,0.23750722,0.25656174,0.021,0.0709,2501
9234,[H]OC1(C([H])([H])C([H])([H])[H])C(=O)N([H])C1([H])[H],0.2152314,0.26290529,0.00145484,0.0464969,0.20943459,0.27108645,0.00251639,0.01917135,0.20943459,0.27108645,0.00251639,0.01917135,0.20971738,0.26872944,0.0015,0.0438,9234
18595,[H]C1(C#N)C2([H])C3([H])OC2([H])C13[H],0.23879554,0.26841201,1.62e-06,0.06897156,0.25554285,0.2568855,0.0001689,0.03783742,0.25554285,0.2568855,0.0001689,0.03783742,0.25492272,0.27419039,0.0,0.0,18595
18087,[H]C([H])([H])N1C([H])([H])C2([H])C([H])(C#N)C12[H],0.23100045,0.2348205,0.01217282,0.01373937,0.21679043,0.22288241,0.00773739,0.06039041,0.21679043,0.22288241,0.00773739,0.06039041,0.22909529,0.23696333,0.0081,0.0501,18087
21361,[H]C(=O)N([H])c1nnn([H])c1[H],0.20978993,0.21633766,0.00115781,0.0493542,0.20300547,0.21696448,0.00122993,0.04479448,0.20300547,0.21696448,0.00122993,0.04479448,0.20407268,0.21853721,0.0012,0.0444,21361
127,[H]C(=O)C([H])([H])OC([H])([H])[H],0.16218774,0.2542367,4.712e-05,0.00803318,0.15732444,0.2169363,1.1e-05,0.0074424,0.15732444,0.2169363,1.1e-05,0.0074424,0.15693432,0.23941451,0.0001,0.0077,127
1355,[H]C#CC([H])([H])C([H])(C#N)C([H])([H])[H],0.26835478,0.28166731,9.832e-05,0.00772729,0.24548051,0.25758281,0.00015547,0.00652844,0.24548051,0.25758281,0.00015547,0.00652844,0.23974892,0.25065245,0.0001,0.0035,1355
8369,[H]OC([H])([H])C(C#N)(C([H])=O)C([H])([H])[H],0.16242679,0.26546285,0.00025754,0.00795079,0.1564576,0.21759838,0.00037109,0.00361026,0.1564576,0.21759838,0.00037109,0.00361026,0.15704824,0.24806162,0.0002,0.0053,8369
21442,[H]OC1([H])c2c([H])c([H])nn2C1([H])[H],0.23270468,0.25253854,0.02299682,0.10109868,0.24020053,0.24925224,0.0302459,0.01576903,0.24020053,0.24925224,0.0302459,0.01576903,0.23811358,0.24455574,0.0358,0.1039,21442
3486,[H]C12OC3([H])C([H])(C1=O)C23[H],0.17244778,0.23701558,0.00057278,0.00152911,0.16742262,0.23193289,0.00070808,0.00068753,0.16742262,0.23193289,0.00070808,0.00068753,0.17033312,0.2426411,0.0005,0.0011,3486
12083,[H]C1([H])OC([H])([H])C([H])([H])N(C([H])([H])[H])C1=O,0.20967963,0.24665655,0.00105792,0.16922257,0.20631934,0.25781966,0.00187417,0.15101504,0.20631934,0.25781966,0.00187417,0.15101504,0.20844585,0.25317345,0.0011,0.1326,12083
4391,[H]Oc1nc(C([H])([H])[H])oc1C([H])([H])[H],0.20763703,0.23487803,0.17956963,-5e-07,0.2042575,0.24610594,0.19819018,0.00088199,0.2042575,0.24610594,0.19819018,0.00088199,0.20589912,0.22922024,0.2083,0.0,4391
5337,[H]c1c([H])c(C#N)n(C([H])([H])[H])c1[H],0.20801649,0.22706862,0.22926766,0.16544447,0.20462543,0.21348537,0.27218953,0.00169751,0.20462543,0.21348537,0.27218953,0.00169751,0.20114743,0.21806315,0.2984,0.0003,5337
18075,[H]C(=O)C1([H])N2C([H])([H])C(=O)C21[H],0.15635532,0.16621399,0.00090673,0.003929,0.15046677,0.15982349,0.00134829,0.0033961,0.15046677,0.15982349,0.00134829,0.0033961,0.15213118,0.16186608,0.0006,0.0023,18075
9375,[H]C(=O)C1(C([H])([H])[H])C([H])([H])C1([H])OC([H])([H])[H],0.16215488,0.22502558,0.00144989,0.20868915,0.15929759,0.21762454,0.00123016,0.16063026,0.15929759,0.21762454,0.00123016,0.16063026,0.15908783,0.22553428,0.0007,0.1724,9375
11105,[H]C([H])([H])C([H])([H])C1([H])C([H])([H])OC(=O)C1([H])[H],0.21895737,0.28575639,0.00052082,0.03334299,0.21292898,0.29335683,0.00086686,0.09058517,0.21292898,0.29335683,0.00086686,0.09058517,0.21331146,0.29345806,0.0005,0.0759,11105
14477,[H]C#CC1([H])C([H])([H])OC1([H])C([H])=O,0.15344695,0.2314923,0.00018104,0.0080674,0.14699576,0.21042641,0.00025528,0.00617834,0.14699576,0.21042641,0.00025528,0.00617834,0.14910304,0.22854405,0.0001,0.0076,14477
14639,[H]OC([H])([H])C1([H])OC([H])=NC([H])([H])C1([H])[H],0.22809611,0.2636638,0.00849888,0.10688837,0.21875603,0.26547781,0.00788135,0.0927028,0.21875603,0.26547781,0.00788135,0.0927028,0.22009906,0.26203739,0.0066,0.109,14639
12020,[H]OC1([H])C(=O)C([H])([H])C([H])([H])C([H])=C1[H],0.15635099,0.21885534,0.00030872,0.00112531,0.14903726,0.19843146,0.00026215,0.00020137,0.14903726,0.19843146,0.00026215,0.00020137,0.15284044,0.22434361,0.0002,0.0017,12020
1338,[H]N=C(C([H])=O)N([H])C([H])=O,0.13700717,0.16959274,0.00082074,3.288e-05,0.12472367,0.1538468,0.00054335,0.00010332,0.12472367,0.1538468,0.00054335,0.00010332,0.1321028,0.16345732,0.0007,0.0,1338
17158,[H]OC12C([H])([H])C1([H])C1([H])OC12C([H])([H])[H],0.24916415,0.25651871,0.01145723,0.00258889,0.25288415,0.26578229,0.0044643,0.00918472,0.25288415,0.26578229,0.0044643,0.00918472,0.24891788,0.25641842,0.0087,0.0023,17158
1512,[H]OC([H])(C#N)C([H])([H])OC([H])([H])[H],0.27707594,0.27900572,0.02365755,0.01701357,0.25979456,0.2671818,0.00397781,0.0027153,0.25979456,0.2671818,0.00397781,0.0027153,0.26774456,0.27657175,0.0025,0.0092,1512
21758,[H]C(=O)N([H])C([H])([H])C(F)(F)F,0.21603228,0.27174066,0.00102284,0.14428541,0.21273865,0.27982773,0.00136456,0.13867456,0.21273865,0.27982773,0.00136456,0.13867456,0.21065816,0.27484085,0.0011,0.134,21758
8805,[H]C(=O)OC([H])([H])C([H])(C([H])=O)C([H])([H])[H],0.1633668,0.21928026,0.00014743,0.00106168,0.15875439,0.2138522,9.93e-05,0.00121703,0.15875439,0.2138522,9.93e-05,0.00121703,0.15826832,0.21140417,0.0002,0.0011,8805
13235,[H]C(=O)C([H])(C([H])([H])[H])C1([H])OC1([H])C([H])([H])[H],0.1590934,0.25270415,0.00053794,0.02273073,0.15350801,0.22494858,0.00054841,0.01377933,0.15350801,0.22494858,0.00054841,0.01377933,0.15446476,0.2562604,0.0003,0.0186,13235
14280,[H]N=C([H])OC([H])([H])C([H])([H])N([H])C([H])=O,0.21700182,0.25045339,0.00123153,0.00436354,0.21314855,0.22637212,0.00156965,0.00203866,0.21314855,0.22637212,0.00156965,0.00203866,0.21188926,0.24282117,0.0013,0.002,14280
4293,[H]c1nc(C([H])([H])[H])oc(=O)c1[H],0.18280408,0.18580982,1.361e-05,0.17292892,0.17474717,0.17938992,0.00016026,3.893e-05,0.17474717,0.17938992,0.00016026,3.893e-05,0.18406267,0.18535257,0.1771,0.0002,4293
2752,[H]C#CC1([H])OC1([H])C#N,0.25125442,0.25933082,0.0118152,0.04892914,0.22669884,0.23567335,0.00840071,0.04725898,0.22669884,0.23567335,0.00840071,0.04725898,0.22369314,0.23651866,0.0061,0.0024,2752
14012,[H]C1=C([H])C23N(C1([H])[H])C([H])(C2([H])[H])C3([H])[H],0.18657122,0.24141428,0.01011435,0.00489298,0.17786591,0.25141949,0.01020013,0.14681123,0.17786591,0.25141949,0.01020013,0.14681123,0.19481552,0.24679009,0.0167,0.1395,14012
11982,[H]N=C1C(=O)N([H])C([H])([H])C([H])([H])N1[H],0.18324401,0.20060908,0.00056097,0.05130883,0.17780701,0.19397421,0.00037308,0.03102115,0.17780701,0.19397421,0.00037308,0.03102115,0.18167764,0.19919972,0.0006,0.0507,11982
16938,[H]C([H])([H])N1C([H])([H])C1([H])C([H])([H])N1C([H])([H])C1([H])[H],0.25710651,0.26275515,0.03213398,0.0725988,0.26282029,0.27257507,0.02420992,0.06794744,0.26282029,0.27257507,0.02420992,0.06794744,0.26465394,0.27051913,0.0227,0.0475,16938
14248,[H]C(=O)N([H])C([H])=NC([H])([H])C#N,0.19495031,0.22489842,0.0001809,0.002787,0.18628155,0.21338718,0.00016714,0.00241113,0.18628155,0.21338718,0.00016714,0.00241113,0.19018143,0.21754866,0.0003,0.002,14248
59,[H]C(=O)C(=O)N([H])[H],0.12984233,0.18151049,6.764e-05,0.00021078,0.11947011,0.17108957,9.4e-07,0.00036535,0.11947011,0.17108957,9.4e-07,0.00036535,0.12378275,0.17623874,0.0001,0.0002,59
3147,[H]C([H])([H])N1C(=O)C2([H])C([H])([H])C12[H],0.20722755,0.22920466,0.01725321,0.05088524,0.20328759,0.23196397,0.00616941,0.02877122,0.20328759,0.23196397,0.00616941,0.02877122,0.20459084,0.23306055,0.0067,0.033,3147
19027,[H]N=C1N2C([H])([H])C2([H])C12OC2([H])[H],0.20571837,0.23082906,0.0077141,0.00995488,0.19940387,0.22284989,0.00667812,0.00800763,0.19940387,0.22284989,0.00667812,0.00800763,0.20464597,0.22920554,0.006,0.0104,19027
6279,[H]OC1(C([H])([H])C(=O)C([H])([H])[H])C([H])([H])C1([H])[H],0.16918559,0.24036441,8.073e-05,0.00278351,0.1639868,0.19529495,9.118e-05,0.00136509,0.1639868,0.19529495,9.118e-05,0.00136509,0.1660408,0.22626192,0.0001,0.0021,6279
3643,[H]n1c(C([H])([H])[H])noc1=O,0.25209517,0.25483136,0.08729368,0.00320922,0.24425838,0.24918189,0.0026988,0.08373059,0.24425838,0.24918189,0.0026988,0.08373059,0.25190193,0.2521702,0.0018,0.1005,3643
9740,[H]C(=O)C([H])(C#CC([H])([H])[H])OC([H])([H])[H],0.15598238,0.23604262,0.00392996,0.00084332,0.14582743,0.19863236,0.00661872,0.000101,0.14582743,0.19863236,0.00661872,0.000101,0.14987477,0.21209873,0.0044,0.0005,9740
18603,[H]C([H])([H])C([H])([H])C1([H])C2([H])C3([H])C([H])([H])C2([H])C13[H],0.31595424,0.32299091,0.00560782,0.00917884,0.32882198,0.3303845,0.00414631,0.02149309,0.32882198,0.3303845,0.00414631,0.02149309,0.32086938,0.3214243,0.0037,0.0131,18603
15597,[H]C([H])([H])C([H])([H])C12OC([H])([H])C1([H])C([H])([H])C2([H])[H],0.25097727,0.26455075,0.00974762,0.00859801,0.263801,0.28205799,0.0026007,0.00950252,0.263801,0.28205799,0.0026007,0.00950252,0.26205576,0.2793206,0.0058,0.0093,15597
