"ESOL predicted log solubility in mols per litre","Minimum Degree","Molecular Weight","Number of H-Bond Donors","Number of Rings","Number of Rotatable Bonds","Polar Surface Area","measured log solubility in mols per litre","Structure of smiles [idcode]","smiles","Nr"
"-2.83","1","217.26800000000003","1","2","2","38.33","-2.56","f`q``@D@edTRbbbRQtzwfi`jBH@@","CC1=C(CCCO1)C(=O)Nc2ccccc2 ","505"
"-0.857","1","72.10700000000001","0","0","2","9.23","-0.85","gJQ@@eKS@@","CCOC=C","506"
"-1.092","1","54.09199999999999","0","0","0","0.0","-1.24","gC`@Dkz@@","CCC#C","507"
"-1.589","1","162.15200000000002","0","2","1","60.790000000000006","-1.11","dclh@LXUAJ[YWxUv`@@@@@","COc1ncnc2nccnc12 ","508"
"-2.017","1","130.23099999999997","1","0","4","20.23","-1.6","diDH@@RZWzjjbJ@@","CCCCC(C)(O)CC","509"
"-3.5580000000000003","1","147.00400000000002","0","1","0","0.0","-3.27","daD@P@bNbDfUzZ@B@@","Clc1ccc(Cl)cc1","510"
"-2.7230000000000003","1","324.33600000000007","1","3","4","75.71","-4.47","fakPP@DXApP\bbbRTrbbbRQqFY[WkUSU@C@@P@@@","O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3","511"
"-1.57","1","361.4450000000001","4","1","8","132.11999999999998","-1.9809999999999999","fn}qQ@NIsAVhm@DDBLdfRTrTJTTTqsUjjjYiZi`@@","CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O","512"
"-2.9810000000000003","1","131.17799999999997","1","2","0","15.79","-2.42","dev@@@RfUWJzZABH@@","Cc1c[nH]c2ccccc12 ","513"
"-1.589","1","162.152","0","2","1","60.790000000000006","-1.11","dclh@LKeAJ[VuXUv`@@@@@","COc2ncc1nccnc1n2","514"
"-1.614","1","223.22799999999995","1","2","2","56.790000000000006","-1.57","f`q`P@L@PZvQQISQIPiVg^ZhBBjH@@","CNC(=O)Oc1ccccc1C2OCCO2","515"
"-1.508","1","185.22699999999998","2","1","2","61.440000000000005","-2.15","dkoD@DpP{HhheJeJYjijj@@","C1N(C(=O)NCC(C)C)C(=O)NC1","516"
"0.152","1","41.053","0","0","0","23.79","0.26","eM`AIx@","CC#N","517"
"-4.662","1","301.34200000000004","1","2","7","56.790000000000006","-4.7","ff}`P@L@PKrSJnlkkJv\VkUUP@T@@@@@","CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2","518"
"-2.024","1","293.34800000000007","1","2","3","89.43","-3.59","fbuqb@DNs@R`AFRSQQQQIJDztW^ZhIXJba`B`@","CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ","519"
"-2.7939999999999996","1","167.85","0","0","0","0.0","-2.18","gGPBADJHtQXcHiCUP@","ClCC(Cl)(Cl)Cl","520"
"-0.688","1","74.12299999999999","1","0","2","20.23","0.0","gJQ@@dkU@@","CCCCO","521"
"-3.779","1","232.32700000000003","2","2","2","41.13","-4.11","fhiQ@@DX@drlrloks`mTEATQ@@@","CC1CCCCC1NC(=O)Nc2ccccc2","522"
"-4.159","1","181.449","0","1","0","0.0","-4.48","did@p@bFbAbDfUfn`BH@@","Clc1cc(Cl)cc(Cl)c1","523"
"-1.391","1","96.08499999999998","0","1","1","30.21","-0.1","gOp`AdeekZZP@","O=Cc1ccco1","524"
"-1.0270000000000001","1","88.14999999999999","1","0","2","20.23","-0.51","gGQ@@dkUT@@","CC(C)CCO","525"
"-2.033","1","150.13299999999998","0","2","1","35.53","-1.63","dmLL@@yTee[VFUX@bb@@","O=Cc2ccc1OCOc1c2 ","526"
"-1.5730000000000002","1","56.108000000000004","0","0","0","0.0","-2.33","gC`@H{P@","CC(=C)C","527"
"-1.999","1","106.12399999999997","0","1","1","17.07","-1.19","daDH@@RVU[f@@@@","O=Cc1ccccc1","528"
"-2.052","1","82.146","0","0","1","0.0","-2.4","gGP@DjZY`@","CC(=C)C(=C)C","529"
"-5.132999999999999","1","410.53600000000023","0","2","8","68.31","-4.71","fcwQR@HHUiwl`BLdTTTRerbfTRRaeQ}gUUTuLEAQTP@@","CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C","530"
"-2.7710000000000004","1","226.235","0","3","0","42.43","-3.6719999999999997","fhyP`@DZ@iIfYnU|Rc^\Ej`B@@`@@","O2c1ccccc1N(C)C(=O)c3cccnc23 ","531"
"-4.125","2","166.22299999999998","0","3","0","0.0","-5.0","dk|@@LdbbbRQKauS`@`@`@@","C1c2ccccc2c3ccccc13","532"
"-2.891","1","98.18900000000001","0","1","0","0.0","-3.85","gOp@DjWkjj`@","CC1CCCCC1","533"
"-0.706","1","214.25","4","1","2","122.05999999999999","-1.99","dg\d`LF[a@BLddJbbQvfmPLA@@@","NC(=N)NS(=O)(=O)c1ccc(N)cc1 ","534"
"-2.441","1","152.149","1","1","1","46.53","-1.827","dmtL@@QTfVuqej@B@@","COC(=O)c1ccc(O)cc1","535"
"-1.034","1","86.134","0","1","0","9.23","0.11","gFq@@eLzuURT@","CC1CCCO1","536"
"-2.43","1","246.30599999999995","0","3","0","43.370000000000005","-3.09","fdeA`@@ZCdTTRabbrrYpug^ZYjjjZh@@","CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C","537"
"-0.975","1","286.28","5","2","4","119.61000000000001","-0.85","fbuAp@@XDkSlyHhheDeLXljRbfjjj`bB`@@","OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O","538"
"-2.4859999999999998","1","169.993","0","0","1","0.0","-2.29","gC`HAVIKT@@","CCCI","539"
"-3.43","1","227.337","2","1","5","62.730000000000004","-3.04","do~``LKad@aJ[V]Y[j@Bjj@@","CCNc1nc(NC(C)C)nc(SC)n1","540"
"-0.33399999999999996","1","60.096","1","0","1","20.23","0.62","gCa@@dmP@","CCCO","541"
"-3.8760000000000003","1","330.4680000000001","1","4","1","54.37","-3.8169999999999997","fa{A`@@E[dTRTtRaRfbTlhqVg^ceijjjjjijh@@","CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C","542"
"-0.97","1","88.14999999999999","1","0","2","20.23","-0.29","gGQ@@dsuUIP@","CCCC(C)O","543"
"-3.148","1","212.248","1","2","3","37.3","-2.85","f`q@`@@LRYfWg^Qg^ZB`@@BFJ@@","OC(C(=O)c1ccccc1)c2ccccc2","544"
"-2.6210000000000004","1","122.16699999999999","1","1","0","20.23","-1.19","didH@@rJJIEn`HH@@","Cc1ccc(O)c(C)c1","545"
"-2.9010000000000002","1","157.55599999999998","0","1","1","43.14","-2.77","deVDaFFPbFf^RYVzn`BF@@","Clc1cccc(c1)N(=O)=O","546"
"-1.192","1","203.245","1","2","1","52.95","-0.624","foAq@@DDXAIfY[wIrsfjfB@`@@","Cc2c(N)c(=O)n(c1ccccc1)n2C","547"
"-6.23","1","291.99199999999996","0","2","1","0.0","-6.57","f`q@@`@QBhcTQzHrJJIQIQULeYtD@E@P@@@","Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ","548"
"-4.546","1","260.762","0","0","1","0.0","-4.92","ded@X@bDbBbFbAbIbDf{nijZ@@","ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl","549"
"-3.75","1","241.364","2","1","4","62.730000000000004","-4.0","f`ahB@LDxJP@aJ[V]ZV\h@Jjj@@@","CCNc1nc(NC(C)(C)C)nc(SC)n1","550"
"-1.308","1","102.17699999999999","1","0","3","20.23","-0.71","gNq@@dkMUTu@@","CCC(C)CCO","551"
"-1.24","1","146.153","0","2","0","51.56","-0.12","dmL`@@rarQQQJFiEP@`@@@","Cc2ncc1nccnc1n2","552"
"-4.5569999999999995","1","337.4630000000001","1","5","0","46.260000000000005","-5.507000000000001","fiw``@H@[dbTrRTRaRfbTnB\DZpXykRtuUUUUWUP@@","CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C","553"
"-2.841","1","184.01999999999998","0","0","2","0.0","-2.96","gJPHAVIJuP@","CCCCI","554"
"-4.434","1","207.07","0","2","0","0.0","-4.4","dmL@`@qDfUmZZU`@@@@@","Brc1ccc2ccccc2c1","555"
"-5.312","1","780.9490000000001","6","8","7","203.05999999999997","-4.081","enwpG@@@DKOMklRVS[_Zv|bbVTTbTTlJTfVrTRTRJbRbQTRTRHhdLBbJjfVAaeUSsZfjjjjjjjjjjjjjjjjjjh@@","CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ","556"
"-3.0989999999999998","1","146.111","0","1","0","0.0","-2.51","deT@p@dDdLdLbdLRPsU@@@@","FC(F)(F)c1ccccc1","557"
"-5.757999999999999","1","334.45600000000024","0","1","12","52.60000000000001","-6.144","fac@P@@HMYIeeeYUuTyjB`fJjj`@@","CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC","558"
"-4.5969999999999995","2","184.263","0","3","0","0.0","-4.38","dk|@`@BDifUWrauSh@@@`@@","c1ccc2c(c1)sc3ccccc23","559"
"-6.709","1","326.437","0","2","1","0.0","-7.8","fhi@B`@QAHadPZHCDYEEEMCMEmrSoPQDA@P@@@","Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ","560"
"-7.192","1","360.88200000000006","0","2","1","0.0","-8.01","fdy@A`@QAHadPZH}DQbLbbbfafbtOINCADPDDP@@@","Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ","561"
"-3.9130000000000003","1","308.3330000000001","1","3","4","67.50999999999999","-3.8930000000000002","fns@P@@HdUIefVWeungKQrujXJ`B@X``r`@","CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ","562"
"-2.645","1","214.264","2","2","3","40.46","-1.93","f`q@`@@LRYfWg^Qg^jB`@@@@@","c1ccccc1C(O)C(O)c2ccccc2","563"
"-2.347","1","194.18599999999995","0","1","2","52.60000000000001","-1.66","dg\B@@Q]rJISQJHr[TDCD@@","COC(=O)c1ccccc1C(=O)OC","564"
"-2.9619999999999997","1","172.26799999999997","0","0","7","26.3","-3.39","dctD@@QIeWUZjjh@@","CCCCCCCC(=O)OCC","565"
"-2.364","1","122.258","0","0","3","0.0","-2.42","gGPD@DPHReZj@@","CCSSCC","566"
"-0.833","1","118.176","0","0","5","18.46","-0.77","daxD@@iJUvjj@@","CCOCCOCC","567"
"-4.621","1","215.894","0","1","0","0.0","-5.56","deT@H@bBbAbIbDfYu[hHB`@@","Clc1cc(Cl)c(Cl)cc1Cl","568"
"-2.613","1","184.242","2","2","1","52.04","-2.7","dg}@@@mIe]e^ftx@H@H@@","Nc1ccc(cc1)c2ccc(N)cc2","569"
"-2.718","1","98.189","0","0","4","0.0","-3.73","gNp@DkUZj@@","CCCCCC=C","570"
"-2.7319999999999998","1","209.29299999999998","2","1","5","57.78","-3.028","doH@DxPRYYe}ZyjYjjh@@","CCCCc1c(C)nc(NCC)[nH]c1=O","571"
"-2.312","1","226.27599999999995","2","1","4","75.27000000000001","-2.39","f`aQ`@DX@pVQQIQZZIFgFjYjjjDj@@","O=C1NC(=O)NC(=O)C1(CC)C(C)CCC","572"
"-2.392","1","127.574","1","1","0","26.02","-1.52","daF@`BBHRYg[hH@@@","Nc1ccccc1Cl","573"
"-3.057","1","142.58499999999998","0","1","1","9.23","-2.78","didH`FBHRYVzz@H`@@","COc1cccc(Cl)c1","574"
"-3.1310000000000002","1","203.35099999999997","0","0","6","20.310000000000002","-3.53","dkNH`Bp@aJYyWzZjj`@","CCCCN(CC)C(=O)SCCC","575"
"-1.111","1","102.13299999999998","0","0","4","26.3","-1.37","gNp`@deUZj@@","CCCCOC=O","576"
"-2.9739999999999998","1","360.4500000000002","3","4","2","94.83","-3.18","fewAP@@Vkv^QQISQJFKIQJVZcEF|EIVejjjjjijj@@","CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO","577"
"-2.176","1","163.82899999999998","0","0","0","0.0","-1.54","gC`LAbJHtPduP@","BrC(Cl)Cl","578"
"-2.99","1","300.3980000000001","0","4","0","51.21","-3.48","ffsA`@@VkdTRTtRabrTRhqQoARUijjijjfj@@","CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ","579"
"-5.7410000000000005","2","230.31","0","3","2","0.0","-7.11","fde@@@DjYU_yWbiZCF@@@H@@@@@","c1ccc(cc1)c2ccc(cc2)c3ccccc3","580"
"-2.003","1","122.12299999999998","1","1","1","37.3","-0.96","didD@@EIYW[f@B@@","Oc1ccc(C=O)cc1","581"
"-1.109","1","94.939","0","0","0","0.0","-0.79","eFBCDc@@","CBr","582"
"-4.945","1","379.38100000000003","1","2","4","80.31","-3.8","fas`R`@pPgH@bHQVP[H]dLddLTRRTvJdLbkF|m@@@QRuP@@@","Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2","583"
"-4.553999999999999","1","342.7780000000001","1","3","4","67.50999999999999","-5.8389999999999995","fak@R@KN}DDQdTRVTTRbbfqRhpNV}`@jfZf`@BGB@@","CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O","584"
"-4.1","1","156.22799999999998","0","2","1","0.0","-4.29","dcl@@LdbbRRkCt`@@T@@@","CCc1ccc2ccccc2c1","585"
"-0.257","1","125.13099999999999","2","1","0","71.77000000000001","-1.4580000000000002","digH@Dq`rJIJFnZZi@@","Nc1c(C)c[nH]c(=O)n1 ","586"
"-6.785","1","326.437","0","2","1","0.0","-7.92","fhi@B`@QAHadPJHUDILs]J|exLDQE@@@@@","Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ","587"
"-4.245","1","323.133","1","2","2","29.1","-4.21","f`qaB@A\AVYEEDhchdfR]zBAb@@@@@","c1c(NC(=O)c2ccccc2(I))cccc1","588"
"-1.865","1","376.36900000000014","5","3","5","161.56","-3.685","fmwHp@DXYh@huFoHhdheEhleDmDXZ\tXNVfiiBBbjjh@@","Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C","589"
"-3.467","1","175.0","0","1","0","0.0","-2.7","daD@P@qBdDfYvzB@@@","Fc1ccccc1Br","590"
"-3.22","1","163.003","1","1","0","20.23","-1.55","didHPBBHFHRYgVzB@`@@","Oc1ccc(Cl)cc1Cl","591"
"-7.129","1","391.2940000000001","0","3","6","35.53","-6.291","fegAa@EZRBHQDYELhhcLeDeMhdjLcd\zZjfh@b@B@@@","CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2","592"
"-3.4730000000000003","1","331.353","2","3","2","99.60000000000001","-4.16","fnspR@L^SAEg@BLddLTTrRbnbRyHpZmVjA`fH@H@@@","CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ","593"
"-3.128","1","338.36300000000006","1","3","5","75.71","-4.907","fi{PP@DXApPTfYUmfYUwHsOZcZjZh@X@``@@","O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3","594"
"-2.0380000000000003","2","70.135","0","1","0","0.0","-2.64","gKP@Di\Zj@@","C1CCCC1","595"
"-1.922","1","107.156","1","1","0","26.02","-2.21","daF@@@RYe[hB@@@","Cc1ccccc1N","596"
"-3.074","1","148.205","0","1","3","9.23","-2.92","dmtH@@Rfuu[j@Bd@@","c1(OC)ccc(CC=C)cc1","597"
"-2.655","1","279.34","2","1","2","70.67","-2.93","fbeq`@LVbA@\bbRbdRlvfagMTEPQMP@@","CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ","598"
"-1.994","1","70.135","0","0","1","0.0","-2.73","gJP@Dkfh@","CC(C)C=C","599"
"-1.655","1","95.101","1","1","0","33.120000000000005","1.02","gOy@DDfUk`@@@","Oc1ccccn1","600"
"-1.1320000000000001","1","30.07","0","0","0","0.0","-1.36","eF@Hp@","CC","601"
"-3.4819999999999998","1","147.00399999999996","0","1","0","0.0","-3.05","daD@P@bBbDfYvzB@@@","Clc1ccccc1Cl","602"
"-3.411","1","167.25799999999998","1","2","0","12.89","-3.18","dev@PB@HpHrQQPiEPsT`A@@@","Sc2nc1ccccc1s2 ","603"
"-9.589","1","498.66200000000026","0","2","1","0.0","-11.6","ff}@AP@QAHadPJHUDNb@qBX`lQVHRYf{~Yndhy`bHhHbJ@@@","Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ","604"
"-3.25","1","216.19199999999995","0","3","1","52.58","-3.6639999999999997","f`i@P@@HD[HhdihdhUSbkN|uHPTUB@@","COc2c1occc1cc3ccc(=O)oc23 ","605"
"0.494","1","59.068","1","0","0","43.09","1.58","gCi@DDfZ@@","CC(=O)N","606"
"-3.802","1","142.201","0","2","0","0.0","-3.7","dmL@@DjYeVdU@@`@@@","Cc1cccc2ccccc12","607"
"-4.088","1","271.36","0","2","5","29.540000000000003","-3.57","fbu``@D@YdTTTRUbbTQ|ENVjjh@@@HXH@@","CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ","608"
"-1.2919999999999998","1","102.17699999999999","1","0","0","20.23","-0.62","gNq@@dsUUTe@@","CC(O)C(C)(C)C","609"
"-1.545","1","116.15999999999998","0","0","3","26.3","-1.36","daxD@@QIeUjj@@","CCCC(=O)OCC","610"
"-2.667","1","172.18299999999996","0","2","0","34.14","-3.03","dk\D@@wHhhhhbfESZAhD`@@","CC2=CC(=O)c1ccccc1C2=O ","611"
"-4.518","2","178.23399999999998","0","3","0","0.0","-5.26","fgA@@@LdbbbTVKIBMjp@@@@@@@","c1ccc2c(c1)ccc3ccccc32","612"
"-2.0980000000000003","1","107.15599999999999","0","1","0","12.89","0.38","daF@@@rQQHtpDD@@","Cc1ccnc(C)c1","613"
"-2.46","1","144.258","1","0","7","20.23","-3.01","dedH@@RUUVjjh@@","CCCCCCCCCO","614"
"-1.883","1","173.83499999999998","0","0","0","0.0","-1.17","eMACD\QIh@","BrCBr","615"
"-3.4","1","392.4670000000002","3","4","2","94.83","-3.59","fcAR@AU[OXICHiEHhhhblXdicBkvkNbdmUUULuUMSUT@@","CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO","616"
"-4.147","1","156.228","0","2","0","0.0","-4.89","dcl@@DjYU]ixP@@J@@@","Cc1ccc2cc(C)ccc2c1","617"
"-3.4530000000000003","1","217.378","0","0","5","20.310000000000002","-3.68","dgnH`Bp@aJY{VZfjjj@@","CCSC(=O)N(CC(C)C)CC(C)C","618"
"-2.029","1","227.08499999999998","0","0","8","157.11","-2.22","do_IAhePSNGSmxgNfUd~_df^UVYjjjY`@","O=N(=O)OCC(CON(=O)=O)ON(=O)=O ","619"
"-1.936","1","138.126","1","1","1","69.16","-2.19","deUDAHDDbTyInUneh@`@@","Nc1cccc(c1)N(=O)=O","620"
"-1.94","1","92.56899999999999","0","0","2","0.0","-2.03","gJPHADIJuP@","CCCCCl","621"
"-3.715","1","430.9340000000001","2","1","6","64.68","-4.19","ffmHa`JLmxuPQBHcDPfHsDEbLbdLTRRQTRdVkUUUJuUTp@@","ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ","622"
"-4.249","1","329.32099999999997","0","3","2","22.0","-4.445","fakaC@OVAHHdLRFQRFIJZZKQJEHRoQ[vj@HejX@B@@@","Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F","623"
"-4.849","1","243.309","1","4","0","26.02","-6.2","flm`@@@ILrrksnsdcV}EL@@@@@@@@@","Nc3cc2c1ccccc1ccc2c4ccccc34 ","624"
"-3.872","1","270.372","1","4","0","37.3","-3.955","fb}@`@@YrJJQIFYJYKDyIUgQRuUUU@AU@@@","CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O","625"
"-4.227","1","269.373","0","3","1","19.37","-4.706","flupB@DJt@HrJJJJZIIKDVc^]Ej`@`BJ@@@","CCN2c1ccccc1N(C)C(=S)c3cccnc23 ","626"
"-0.358","1","58.08","0","1","0","12.53","-0.59","gBQ@@eLUUIP@","CC1CO1","627"
"-3.4730000000000003","1","281.271","1","3","2","84.6","-3.7960000000000003","fj}q`BHJLAFXRcdfyVyV]WdkARUh@ajBAB@@@","O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O","628"
"-1.028","1","132.232","2","0","2","24.06","-1.46","day@`Dp@aIeUjj@@","CCNC(=S)NCC","629"
"-3.78","1","197.44799999999998","1","1","0","20.23","-2.67","deTHpFBHJHfHrJJJX|LDPP@@","Oc1cc(Cl)cc(Cl)c1Cl","630"
"-1.545","1","116.15999999999998","0","0","3","26.3","-1.34","daxD@@QIeujj@@","CCCCC(=O)OC","631"
"-1.632","1","93.12899999999999","1","1","0","26.02","-0.41","gOx@@drm\@@@@","Nc1ccccc1","632"
"-4.147","1","156.228","0","2","0","0.0","-4.678999999999999","dcl@@DjYeemFP@HH@@@","Cc1cccc2c(C)cccc12","633"
"-1.72","1","297.745","3","2","1","118.35999999999999","-2.63","fhipS@IZCpSo@bBAA`cHhheHeTiFJlFBAXjVH@@","NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ","634"
"-3.682","2","152.19599999999994","0","3","0","0.0","-3.96","dc\@@DjYVYayYt@@H`P@","C1=Cc2cccc3cccc1c23","635"
"-2.254","1","144.21399999999997","0","0","5","26.3","-1.28","dedD@@QIe]Vjj`@","CCCCCOC(=O)CC","636"
"-3.185","1","211.26899999999998","2","1","5","71.96000000000001","-2.084","do~h@LKadDimYuenh@Jjh@@","CCNc1nc(NC(C)C)nc(OC)n1","637"
"-6.007000000000001","2","252.31599999999997","0","5","0","0.0","-8.699","fbc@@@LdbbbbbbcJwEB]Hu`ir@@@@@@@@@@","c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45","638"
"-1.5290000000000001","1","108.966","0","0","0","0.0","-1.09","eMBCDRZ@","CCBr","639"
"-1.933","1","82.14599999999999","0","0","0","0.0","-1.99","gGP@DiWj`@","CCC#CCC","640"
"-6.114","1","764.9499999999999","5","8","7","182.82999999999998","-5.292999999999999","ef{pK@@@DKEcd\Z]SWRz|bbVTTbTUfRdrvRbRbQTRTRJbRbQEDag`VQPtwpHllZ[TuUUUUUUUUUUUUUUUUUT@@@","CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ","641"
"-1.994","1","70.13499999999999","0","0","1","0.0","-2.73","gJP@Djvh@","CCC(=C)C","642"
"-2.725","1","145.16099999999997","1","2","0","33.120000000000005","-2.42","dmNH@BAIfUmiEX@@@@@","Oc1cccc2cccnc12 ","643"
"-3.447","2","132.20599999999996","0","2","0","0.0","-4.37","det@@DjYUX^dHbH`@","C1CCc2ccccc2C1","644"
"-4.59","1","318.32800000000003","2","4","2","66.76","-2.9","fa{@P@@H[uIefUf]W}IQWhesUjB`@@@Bh@@@","Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ","645"
"-5.27","1","314.802","0","1","0","0.0","-5.6","did@p@qFqAqDfUfn`BH@@","Brc1cc(Br)cc(Br)c1","646"
"-5.247000000000001","1","321.549","0","1","4","27.69","-5.72","f`aAb`IFlBHIDBbE^F`aIf]]kV\``Jfj@@@","COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl","647"
"-0.547","1","142.18300000000002","2","1","0","48.65","-2.436","dieH`Dq`BDfUfnZii@@","Cc1cc(=O)[nH]c(=S)[nH]1","648"
"-2.675","1","164.204","1","1","3","29.46","-1.56","dcLD@@iJ[g]xZB@i@@","COc1cc(CC=C)ccc1O","649"
"-1.706","1","210.23299999999998","2","1","3","75.27000000000001","-1.7080000000000002","do}L@DpFGHhdhmMDZyjfZjX@@","O=C1NC(=O)NC(=O)C1(C(C)C)CC=C","650"
"-4.957","2","202.25599999999997","0","4","0","0.0","-6.176","f`y@@@LdbbbbbfkEBMIuo@@@@@@@@@","c1cc2ccc3cccc4ccc(c1)c2c34","651"
"-0.899","1","118.176","0","0","4","18.46","-0.43","daxD@@sIEDcUU@@","CCOC(C)OCC","652"
"-3.077","1","239.702","0","2","2","29.54","-2.338","f`q`b@ARLBHrJJIHqJFLyjtAAUMQ@@@","CC1(C)CON(Cc2ccccc2Cl)C1=O","653"
"-0.775","1","118.17599999999999","1","0","5","29.46","-0.42","daxD@@iJU^jj@@","CCCCOCCO","654"
"-5.098","1","295.336","0","1","1","43.14","-5.82","dg^DiMNpbBbFbAbEbMf~RYf{~zXHbJX@@","Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl","655"
"-3.8819999999999997","1","290.447","1","4","0","37.3","-4.402","fjc@`@@ErJJQIFYJSKXgIJlyNVjjjjjjj`@@","CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O","656"
"-4.749","1","312.118","0","2","2","20.310000000000002","-4.047","fleaB`JDADRb@rDYALadTTTvTrTLeFV]TuT@EU@@@","FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O","657"
"-2.6630000000000003","2","129.16199999999998","0","2","0","12.89","-1.3","dev@@@rQQJHtpr@@@@@@","c1ccc2ncccc2c1","658"
"-1.913","1","184.147","3","1","1","86.99000000000001","-1.24","dklJ@@R]MIemYqUj@Hh@@","COC(=O)c1cc(O)c(O)c(O)c1 ","659"
"-2.418","1","306.276","1","3","5","81.64999999999999","-1.8","ffcYA@CV\GMQ@dMRFQQQIRHkQQIIgDyKV@`jjjeTh@@","OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ","660"
"-2.679","1","169.567","1","2","0","46.0","-2.8310000000000004","dmND`FePbDfUmZxY`BJR@@","Clc2ccc1oc(=O)[nH]c1c2","661"
"-7.898","1","395.3270000000001","0","2","1","0.0","-7.92","fle@C`@QAHadPJHUDNbDqBSLw_sO|dFLDQEA@P@@@","Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl","662"
"0.436","1","142.07","2","1","0","92.34","-1.25","deUB@DpFFTfUgkfjYX@@","O=C1NC(=O)C(=O)C(=O)N1 ","663"
"-1.618","1","112.98700000000001","0","0","2","0.0","-1.62","gJPDADFHRUj`@","ClCCCCl","664"
"-3.467","1","175.0","0","1","0","0.0","-2.67","daD@P@qFdDfUjz@H@@","Fc1cccc(Br)c1","665"
"-3.928","1","191.45499999999998","0","1","0","0.0","-3.63","daD@P@qNbDfUzZ@B@@","Clc1ccc(Br)cc1","666"
"-2.5839999999999996","1","86.178","0","0","1","0.0","-3.65","gGP@DjZj`@","CC(C)C(C)C","667"
"-1.655","1","56.108","0","0","1","0.0","-1.94","gC`@DkZ@@","CCC=C","668"
"-7.343","1","360.88200000000006","0","2","1","0.0","-7.68","fdy@A`@QAHadPJHmDQbLbbbffLTVWI^CADQA@P@@@","Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl","669"
"0.051","1","111.104","2","1","0","71.77000000000001","-1.155","daGH@Dq`RYVkffi@@","Nc1cc[nH]c(=O)n1 ","670"
"-3.077","1","187.37500000000003","0","0","1","0.0","-3.04","dax@X@bDbLdJbFdNdLbdLeUT@@","FC(F)(Cl)C(F)(Cl)Cl","671"
"-0.26899999999999996","1","55.07999999999999","0","0","0","23.79","0.28","gCh@@doP@","CCC#N","672"
